user_name,user_statuses_count,user_followers_count,user_friends_count,user_verified,user_utc_offset,user_location,user_lang,user_time_zone,user_created_at_timestamp,user_protected,user_description,user_gender,user_country,user_state,user_city
24,387576,6146,867,False,,中国,ja,,1293467799.0,False,"中国/上海/北京/大連/広州/南京/マカオ/シンセン/東莞/蘇州/杭州/青島/天津/香港/台湾などの情報,ニュースをつぶやいています(中国語もあり)",,China,,
26,9,0,1,False,,,zh-cn,,1405140940.0,False,,,,,
27,5861,10267,555,False,,,zh-cn,,1254082651.0,False,,,,,
28,13258,37514,763,False,,美国纽约,en,,1273341032.0,False,【西藏和中国问题分析员贡噶扎西】生于西藏拉萨，82年流亡印度，现居美国。曾先后担任藏人行政中央安全部研析员和发言人、尊者达赖喇嘛驻台湾代表处秘书长、尊者达赖喇嘛驻北美代表处华人事物负责人和西藏噶夏办公室中国问题分析员和华人事务秘书长。自1985年至2018年工龄长达33年。 最喜欢的一句话：慈悲没有敌人，智慧没有烦恼。,M,,,
29,132,6,58,False,,People's Republic of China,zh-CN,,1382786959.0,False,,,Philippines,National Capital Region,Manila
30,9044,86,0,False,,,zh-TW,,1436092889.0,False,,,,,
31,2473,41,50,False,,,en,,1492032073.0,False,,,,,
33,80069,710,4849,False,,EveryWhere,zh-tw,,1267817728.0,True,The darkest hour is that before the dawn.拂晓……,,Philippines,National Capital Region,Manila
34,32057,214,466,False,,,en,,1244794559.0,False,"TRY MORE, GET MORE. FEAR ALL, LOSE ALL.",M,China,Shanghai,Shanghai
37,30560,1255,2,False,,黄俄侵占的国度,zh-CN,,1499939020.0,False,中华民族不是奴隶。,,,,
37,30560,1255,2,False,,黄俄侵占的国度,zh-CN,,1499939020.0,False,中华民族不是奴隶。,,China,,
38,40510,11311,192,False,,,zh-CN,,1258852207.0,False,,,,,
39,8404,331,402,False,,"Paris, France",zh-CN,,1509130068.0,False,歼灭commie顽匪！,,France,Île-de-France,Paris
40,74274,2309,0,False,,新加坡,en,,1238746234.0,False,联合早报，华文媒体,,Singapore,Central Singapore,Singapore
42,37560,10456,1609,False,,,zh-CN,,1496137728.0,False,允许在我推下骂三次，记着点，第四次拉黑。,,,,
43,0,0,2,False,,"Paris, France ",fr,,1441860477.0,True,"此帐号已失效，新帐号：@RFI_Cn。 此帳號已失效，新帳號：@RFI_TradCn。 This account is not active anymore, please follow and mention @RFI_Cn and @RFI_TradCn.",,,,
44,5530,117,2,False,,,zh-cn,,1374203186.0,False,近朱者赤，近学霸者成学霸~欢迎投稿讨论，与学友一起加油进步！微信号：imxueba QQ群：207413229  https://t.co/BEAvu6i0ny http://t.co/2Ng2m68N5i http://t.co/ARZ8LY1njo,M,,,
45,2696,41,213,False,,,zh-cn,,1332296293.0,False,,,,,
46,35421,1389,4995,False,,Hong Kong,en,,1231291459.0,False,"Gamer, Salsero, Baller...not in that order...or maybe it is? Destiny addict and sole HK member of the @DestinyReset clan! #DRPfam - Twitch/ YT: holdincourt",M,Hong Kong S.A.R.,Kowloon City,Hong Kong
47,16924,143495,927,False,,美国洛杉矶,zh-cn,,1275478494.0,False,温州人，北大毕业，曾执教中国政法大学。六四后流亡美国，任《新闻自由导报》总编15年。八九民运参与者和六四屠杀见证人，著作有《天安门血腥清场内幕》《六四事件中的戒严部队》《六四事件·全程实录》。购买电子版《清场内幕》https://t.co/EcXlBdr6bQ 《戒严部队》https://t.co/5khj2bU7hh,,,,
48,428,43,33,False,,Hong Kong,zh-cn,,1200461567.0,True,君子藏器於身，待時而動。,M,Hong Kong S.A.R.,Kowloon City,Hong Kong
49,18650,17866,1497,False,,以色列,zh-CN,,1263724810.0,False,写作者 自由即归属。 采访整理口述史《翻身乱世：流亡藏人口述录》（台湾雪域出版社）,M,,,
50,68268,47765,2771,False,,美国。,en,,1258811745.0,False,公民记者，《民主中国》主编，《参与》主编。,M,United States of America,,
50,68268,47765,2771,False,,美国。,en,,1258811745.0,False,公民记者，《民主中国》主编，《参与》主编。,,,,
50,68268,47765,2771,False,,美国。,en,,1258811745.0,False,公民记者，《民主中国》主编，《参与》主编。,,United States of America,,
50,68268,47765,2771,False,,美国。,en,,1258811745.0,False,公民记者，《民主中国》主编，《参与》主编。,M,,,
51,3600,30,0,False,,Hong Kong,en,,1440839583.0,False,It's all about Hong Kong Property,M,Hong Kong S.A.R.,Kowloon City,Hong Kong
52,109,2,69,False,,,zh-cn,,1355696225.0,False,,,,,
54,7,2,0,False,,Kirov,en,,1421459774.0,False,#самопознание #солнце #любить #рисовать,,,,
56,57491,14627,1,False,,,en,,1400009941.0,False,,,,,
57,18568,2329,726,False,,加拿大多伦多,zh-cn,,1365681769.0,False,看大千世界光怪陆离，想返本归真心中有道 ♥I like @shenyun ♥,,,,
58,1497,127,271,False,,"HongKong, China",en,,1321585507.0,False,#tobelawyer #Paralegal #Bigbang #최승현 #F1 #LewisHamilton,,Hong Kong S.A.R.,Kowloon City,Hong Kong
59,5179,446,740,False,,"Tuen Mun District, Hong Kong",zh-CN,,1309602598.0,False,无定向丧心病狂间歇性全身机能失调,,China,,
61,82070,22016,815,False,,天安门广场,en,,1497203947.0,False,六四大屠杀见证者,M,,,
62,58503,86412,498,False,,DC,en,,1186948829.0,False,ᴿᵉᵇᵉˡ自由亚洲电台中文版 | 🙃 | not affiliated with RFA,,United States of America,District of Columbia,"Washington, D.C."
63,548518,100,0,False,,自らを演出する乙女の会,ja,,1453605822.0,False,おわりじゃなくてはじまり...でしょ？ アレの裏垢の裏垢的なの。,F,Japan,,
66,129280,368268,3720,True,,New York,en,,1209421519.0,False,"A Mechanical/Electrical Technician, Ex-Chinese Internet Activist.  机械及电气维修技术员，前中国网络活动及时政评论人士。吃货，欢迎光临纽约中餐馆“乐虾 Le Sia” @NYCLeSia  https://t.co/ixUUf7zRZR 。",,United States of America,New York,New York
67,69631,2950,142,False,,中南海,zh-CN,,1352331565.0,False,"不承认黄俄占领的土地名为中国, 消灭万恶的中共是沦陷区奴隶的光荣义务 !杀掉五毛全家是清除革命的绊脚石 !",M,,,
67,69631,2950,142,False,,中南海,zh-CN,,1352331565.0,False,"不承认黄俄占领的土地名为中国, 消灭万恶的中共是沦陷区奴隶的光荣义务 !杀掉五毛全家是清除革命的绊脚石 !",F,Taiwan,Taichung City,Taichung
68,6824,10576,1233,False,,香港,en,,1495784312.0,False,香港人不幸遇到了魔鬼國對《一國兩制》《中英聯合聲明》的解讀，野蠻兇殘極權魔鬼國的王八定律，強盜邏輯！,,Hong Kong S.A.R.,Kowloon City,Hong Kong
69,534,1080,1274,False,,"New York, USA",en,,1509827321.0,False,"Share views on science, technology and current issues. Welcome to Taiwan! 來自台北的聲音",M,United States of America,New York,New York
71,253170,1977,251,False,,徳島県,ja,,1409604877.0,False,*fron積み使いぷよらー*グランドネカマスター*ポムポムプリン*,,Japan,Tokushima,Tokushima
72,561,30,207,False,,"New Jersey, USA",zh-cn,,1376449943.0,False,,,,,
74,810,795,449,False,,中国 天津,zh-cn,,1336374280.0,False,微博长城 一人一票,,China,Tianjin,
75,38748,1495,477,False,,Canton,en,,1235631408.0,False,踏足過中華民國自由地區，港澳地區和大陸地區，嚮往自由，蝸居於羊城，Just A Linux Boy，愛 Android，Google 粉，非果黑。,,China,Guangdong,Guangzhou
76,709345,1303,25,False,,osaka,ja,,1420095411.0,False,写真とイラストが好きです,,Indonesia,,
77,34024,1361,892,False,,,zh-cn,,1329239198.0,False,“小时候总以为，国家强了就没有人敢来欺负我们了。现在才知道，国家强了，就没有人敢来救我们了。”😭😭😭,,,,
78,36333,527,439,False,,Sichuan,zh-CN,,1246859533.0,False,A Free Blogger,,China,Sichuan,Chengdu
79,29595,3023,310,False,,,zh-tw,,1410351438.0,False,這是明鏡《早間新聞》編輯台提供的新聞早點：使你看到不一樣的新聞角度，祝你開始愉快的一天,F,United States of America,,
80,1596,263,318,False,,Hong Kong,en,,1263860727.0,False,赖志锋，潮州人，揭阳市青联常委 ，香港科技大学博士。在港从事财富管理和资产配置工作，12到18年全球百万圆桌会员 。他热心推动中港经济融合，现任一带一路发展联会常务副主席、香港华夏工商协会副主席等职务。,,Hong Kong S.A.R.,Kowloon City,Hong Kong
81,267555,2232,1904,False,,,zh-TW,,1339646224.0,False,做自己認為該做的事，不理會别人如何看法，但求內心無愧,,,,
82,26620,1961,1000,False,,"Vancouver, Canada",zh-cn,,1245944694.0,False,驱逐共匪，恢复中华！ 爱中国，救中国！ 开启民智，任重道远！,,Canada,British Columbia,Vancouver
83,43300,185,166,False,,格差社会,ja,,1462156355.0,False,ふぁぼ魔です。エタフォなので基本浮上しません。第一世代,,,,
84,49528,56523,2715,False,,中国,en,,1341527970.0,False,最新最热微博(包括屏蔽的)机器人。数据由自由微博提供。自由微信提供匿名和不受屏蔽的微信搜索 @FreeWeChat Monitoring online censorship In China 关注中国的网络审查 @greatfirechina https://t.co/Hkd3mg3okr,,China,,
85,2181,101,158,False,,             中国广东,zh-cn,,1364855754.0,False,民主 自由 人权,,,,
86,68324,88,109,False,,,zh-CN,,1448139080.0,False,通过新闻传播来了解世界,,,,
87,10037,39734,907,False,,美國舊金山,en,,1288603402.0,False,"宗教與思想史博士 PhD, Sciences des religions et systèmes de pensée. Sorbonne, Paris. 《六四日記》作者 https://t.co/JKbcCzFTax https://t.co/KaHOMSxKXl https://t.co/a9luBtq6MH",,,,
88,179702,746131,160,True,,通晓美中大事 锁定美国之音,en,,1186940214.0,False,美国之音中文官方推特,,United States of America,District of Columbia,"Washington, D.C."
88,179702,746131,160,True,,通晓美中大事 锁定美国之音,en,,1186940214.0,False,美国之音中文官方推特,,,,
88,179702,746131,160,True,,通晓美中大事 锁定美国之音,en,,1186940214.0,False,美国之音中文官方推特,,United States of America,Virginia,"Washington, D.C."
89,32295,61635,5441,False,,"Beijing, China",en,,1165813061.0,False,"chinese wikipedian, blogger",,China,Beijing,Beijing
90,58645,11883,716,False,,,zh-TW,,1409744175.0,False,每時每刻提供香港與世界新聞,,United States of America,,
91,290,9,111,False,,Guangdong,en,,1400952385.0,False,,,,,
95,73859,192,2920,False,,,en,,1276136934.0,False,*PLZ INDICATE THE SOURCE IF YOU TAKE THE INFO FROM HERE FOR REPOST! *轉載請注明出處! (*퍼가실때 출처를 정확히 해주세요! ) (*引用また転载する场合には、出典の明记（表记) をお愿いします。) *RTs aren't endorsements,,,,
95,73859,192,2920,False,,,en,,1276136934.0,False,*PLZ INDICATE THE SOURCE IF YOU TAKE THE INFO FROM HERE FOR REPOST! *轉載請注明出處! (*퍼가실때 출처를 정확히 해주세요! ) (*引用また転载する场合には、出典の明记（表记) をお愿いします。) *RTs aren't endorsements,,Philippines,National Capital Region,Manila
97,24430,188840,7131,True,,"Princeton, NJ",en,,1247299046.0,False,Human rights; lawyer; Free China; democratization; politics; China's long arm; world citizen.人权律师，学者，文艺青年，世界主义，中国兴善研究所，公盟，08宪章，中国人权问责中心。,,China,,
98,321480,253,0,False,,,en,,1288287437.0,False,,,,,
100,280667,2,0,False,,,ja,,1463992311.0,False,@__CERVIX__ が死亡したので代わりにツイ盛りをしてくれるアカウント,,,,
101,1270,12,44,False,,People's Republic of China,zh-CN,,1468129823.0,False,女人天生丽质，不如天生“励志”！女人最强的魅力，不是颜值爆表，青春水嫩，而是博文强记，通古知今！！！,,China,,
102,71240,7471,839,False,,People's Republic of China,zh-CN,,1476949949.0,False,人生，只求心安理得。,,China,,
103,2003,239,153,False,,,zh-CN,,1269396276.0,False,天地不仁,,China,Shanghai,Shanghai
104,8065,63,248,False,,,zh-CN,,1504910612.0,False,,M,,,
105,276,17,248,False,,,zh-cn,,1500023521.0,False,,,,,
106,146,12,38,False,,,en,,1533482972.0,False,,,,,
108,31325,33408,520,True,,"Shanghai, Hong Kong, Sydney",en,,1240640132.0,False,"An atheistic, skeptic, liberalist. A software engineer and researcher. I seek, I think, I speak.",M,Australia,New South Wales,
109,304,48,58,False,,,en,,1298413893.0,False,眼看他起高楼,,United States of America,,
110,250541,371,8,False,,,en,,1370203883.0,False,关注八阕 即时获取广角新闻,M,,,
111,498731,44,0,False,,レムのピン留め,ja,,1459663809.0,False,努力したって報われないのは恋だけ。だから嫌いだ、恋なんて。         @GAKKOU__GURASHI、 @_ANNEHAPPY_ @__KINMOSA__、 @_MAGICOFSTELLA_、予備の次→@Re_0rem,,Japan,,
112,80520,10239,377,False,,紐約,zh-tw,,1409654523.0,False,明镜电视（MingjingTv）：全天侯播报全球新闻,F,United States of America,New York,New York
114,3503,20672,258,False,,全球,zh-cn,,1329932709.0,False,独立中文笔会（Independent Chinese PEN Centre），简称独立笔会（ICPC），是全世界用中文写作、编辑、翻译、研究和出版文学作品之人士自由结合的非政府、非营利、非政党的跨国界组织，致力于维护全世界中文文学工作者——包括写作者、新闻工作者、翻译者、研究者和出版者的言论自由。,M,,,
115,196,246,634,False,,,en,,1513725391.0,False,老湖南有光荣的传统，继往开来成新湖南,,,,
116,24137,412158,97,True,,,zh-cn,,1373916475.0,False,"China News Service, 中国新闻社，简称“中新社”，是中国以对外报道为主要新闻业务的国家级通讯社，是以台港澳同胞、海外华侨华人和与之有联系的外国人为主要服务对象的国际性通讯社。",,,,
117,10171,98,280,False,,Jiangsu,en,,1464448739.0,True,新浪微博@踟躇江海,M,,,
118,580,33,24,False,,Beijing,en,,1363833351.0,False,Beijing Transit Travel Deals and Info For China's Capital City,,China,Beijing,Beijing
119,0,0,0,False,,,en,,1440631815.0,False,,,Japan,Osaka,Osaka
121,197314,10205,447,False,,,zh-tw,,1409745446.0,False,來自台灣各大媒體，以及香港、國際媒體。多聯世界台灣專題：https://t.co/aem51BdYyM 多聯熱門台灣專題：https://t.co/ZIYVaAjay3,M,,,
122,4853,15,38,False,,,zh-cn,,1417029222.0,False,,,,,
123,30485,204,409,False,,Beijing,zh-CN,,1386261252.0,False,平凡的世界平凡人,,,,
125,83315,20867,1693,False,,环球,en,,1304848991.0,False,@SFChinese 提供最新海外各大媒体对中国大陆聚焦真实报导！,F,,,
126,104008,17220,4848,False,,ShenZhen,zh-cn,,1254162143.0,False,人民不需要自由，这是最好的年代。电报留言直达[https://t.co/fI5pqZyK1Z]。 本号@szshu，老号@liveshenzhen，小号@shenzhenshu。如果三天没更新可能被锁号了，请查阅备用号是否更新；如果三个月没更新可能挂了，请追思。,,China,Guangdong,Shenzhen
129,24117,1619,2217,False,,,en,,1505971027.0,False,,,,,
132,4513,39,120,False,,,zh-CN,,1519192622.0,False,2020我们自由世界见吧！,,,,
134,26072,13982,643,False,,加拿大,en,,1279091947.0,False,著有长篇小说《逆转》《拉萨好时光》，文集《倾听西藏》、《图伯特的秘密和疼痛》，《境外西藏》、《撩开神秘的面纱》、《倾听达赖喇嘛尊者》，诗集《秋天的情绪》，长篇政论文《略述达赖喇嘛尊者对西藏文化和人类的贡献》等中短篇小说。,,,,
135,1158,210,823,False,,中國,zh-TW,,1339859139.0,False,,,China,,
136,835562,6591,3329,False,,中國,en,,1297908944.0,False,中文新闻 #每三小时更新 最新最热门的中文新闻 #众多分类 包括有中国 国内新闻 世界 体育和娱乐新闻等 搜索您所兴趣的新闻的事件 如何在2018年启动博客或視頻博客博客 - 关注成功的博客和視頻博客 最佳博主和博主平台进行注册 https://t.co/psnVGdNh5Z,,China,,
137,16781,9881,339,False,,美國紐約,zh-tw,,1323105939.0,False,合作伙伴：明鏡電視歷史台、《新史記》雜誌、哈耶出版社，明鏡新聞網歷史頻道，明鏡雜誌集團、出版集團歷史傳記類書刊。內容主打歷史、人物，發行印刷版、電子版,,,,
138,642,60,132,False,,"New York, NY",en,,1403506063.0,True,Expert Admissions是一家位于美国纽约市的独立教育咨询机构，成立于2004年，由美国名校前招生官担任大学申请顾问。,,United States of America,New York,New York
139,4934,93,498,False,,"New York, NY",zh-CN,,1471985282.0,False,🙂,,United States of America,New York,New York
140,425388,414,0,False,,,zh-cn,,1339952709.0,False,,,,,
141,64221,942,1849,False,,,zh-cn,,1360286482.0,False,"a flower, a smile, a light",,,,
142,17597,8726,2791,False,,"Bukit Mertajam, Penang",en,,1240451367.0,False,"Grew up in Permatang Pauh, then come into politics activism since university till now. Get re-elected as Penang State Assemblyman for Machang Bubuk in GE14",M,Malaysia,Pulau Pinang,George Town
144,727,8,31,False,,,en,,1314937973.0,False,,,,,
145,25583,372,1177,False,,Henan,zh-CN,,1488857999.0,False,自由,,China,,
146,24234,2777,3439,False,,吉隆坡,zh-cn,,1331796320.0,False,我是民国人，总统蔡英文。认为大陆统一台湾只是多了2300万陪我们吸雾霾吃毒食品的同胞，如果相反呢，是世界上十几亿人口过上了台湾香港一样的好生活，不仅是物质的优越，更多的是尊严。,,,,
147,32442,602,547,False,,,zh-cn,,1506158132.0,False,转推只是想保存资料而已…,,,,
149,450295,1079,0,False,,,zh-cn,,1354261146.0,False,,,,,
150,7853,31,3,False,,Hong Kong,en,,1299290313.0,False,我们致力于将香港各大高校的有用信息(租房/二手买卖)汇聚与此!,,Hong Kong S.A.R.,Kowloon City,Hong Kong
151,1258,21,335,False,,,zh-cn,,1498105935.0,False,,M,,,
153,1182,2,0,False,,,zh-cn,,1467247753.0,False,★Q/微信 a386598038【毕业证+成绩单】教育部认证★100%存档可查,,,,
155,31684,2550,1597,False,,美国,en,,1295192777.0,False,收获不必在我，耕耘我在其中。,,United States of America,,
156,3453,64,110,False,,,en,,1497376099.0,False,新聞 突發新聞 籃球,,,,
158,1,21,2,False,,"Dresden, NY",en,,1508766979.0,False,"I yell at inanimate objects, Musical Enthusiast, Life-long Learner, Movie Fanatic 😂.",,United States of America,,
160,38599,805,1994,False,,,zh-CN,,1489118878.0,False,驱逐马列 光复中华 铲除暴政 实现民主,,,,
161,3,0,449,False,,People's Republic of China,zh-cn,,1322811110.0,False,,,,,
162,15521,767,486,False,,云南 地球,en,,1224102761.0,False,我是持不同玩见者,,,,
163,3579,2020,1222,False,,,ja,,1359349549.0,False,「中国語読書会」公式アカウントです。中国語で書かれた最近の話題書（中国・台湾・香港等の出版物）や関連情報について自由に語り合う会です。 管理人・うさぴん（@usapin7）ブログ https://t.co/i0lbSsheu9,,,,
164,2119,109,124,False,,中华民国匪占区,zh-cn,,1443139630.0,False,众善够重，诸恶必诛！,,,,
165,437,82,116,False,,,zh-cn,,1524687818.0,False,革命马克思主义者 revolutionary marxist 革命的マルクス主義者 歴史専攻 哲学と文化人類学に興味があります フィギュアスケートファン   花样滑冰爱好者,M,,,
166,13193,3592,294,False,,,zh-tw,,1410443843.0,False,鏈接全球與德國相關的信息。多聯世界德國專題：http://t.co/TGEs5M8XQm 多聯熱門德國專題：http://t.co/4kou80diHe,,United States of America,,
167,22757,971,0,False,,USA,zh-CN,,1494777547.0,False,奴隶社会好奴隶社会好，奴隶社会国家官员地位高，这官偷那官盗，官员家属全在欧美安家了。中华民族大团结，要把奴隶社会全干掉、全打倒！,,United States of America,,
169,5367,7,102,False,,,zh-CN,,1421560798.0,False,,,,,
170,27550,3030,353,False,,,zh-tw,,1407159435.0,False,點評天下事，尤其中國事,,United States of America,,
170,27550,3030,353,False,,,zh-tw,,1407159435.0,False,點評天下事，尤其中國事,,,,
171,4724,282,274,False,,雖在趙馘，早非故國。身似異鄉人，難知家何處。,zh-CN,,1268596033.0,False,獨立視覺工作者，在這個逗逼的牆內做點書籍設計討生活，另做一些可能範圍內與在這個社會中與它有所關聯的思考和作品。於非正常中，盡可能做點個人認為正常及真正有意義的事。牆內此也非易事也！,,China,Sichuan,Chengdu
172,17596,494,789,False,,Canada,en,,1505277954.0,False,,,Canada,Ontario,
173,214,19,0,False,,,zh-cn,,1329518039.0,False,http://t.co/Rcl3XaPbAE 大声呐喊……,,,,
174,10,0,35,False,,,en,,1469024063.0,False,,,,,
175,2979,30,168,False,,china,zh-cn,,1368321706.0,False,,,China,,
176,26647,2521,2412,False,,,en,,1501341458.0,False,"Tennis Coaching, Classical Music, Calligraphy.",,,,
178,73327,1187,21,False,,,zh-cn,,1342054253.0,False,网络中国大陆头条新闻,,,,
179,241740,215694,3388,False,,美國紐約,zh-tw,,1322932598.0,False,中國正變 明镜新闻,M,,,
179,241740,215694,3388,False,,美國紐約,zh-tw,,1322932598.0,False,中國正變 明镜新闻,,United States of America,,
179,241740,215694,3388,False,,美國紐約,zh-tw,,1322932598.0,False,中國正變 明镜新闻,,,,
180,445,35,57,False,,China,zh-cn,,1343624360.0,False,2012年，12月21日，世界皆大欢喜，舞龙庆祝，喜酒美食，餐桌共庆！,M,China,,
182,5232,582,1597,False,,Beijing,zh-CN,,1462489231.0,False,被封网，被下毒，被辐射，被谋杀，从濒死肺气肿到肺咳血到肝胆脾胰爆发中毒，从大脑失忆到心痛心梗每分钟心跳120下到十几次偷停连跳，到心房纤颤，到高血压低血压快速转换。。。表面的礼貌文明无可挑剔尽善尽美，背后杀人不见血吃人不吐骨头残害老百姓，我是生命与健康都被党国玩弄于股掌之上的无法指证无法抗争无法应对只有等死的人。,M,China,Beijing,Beijing
183,1401,65,204,False,,Hong Kong ,en,,1286572355.0,False,我喜欢香港胜过之前去过的很多城市，因为这是我的初恋,,Hong Kong S.A.R.,Kowloon City,Hong Kong
184,66395,1648,989,False,,Beijing China,zh-CN,,1228692021.0,False,Hello World    不推不舒服斯基,,China,Beijing,Beijing
185,370,29,147,False,,China,en,,1310353412.0,False,thinking,M,China,,
186,710,34,182,False,,China，shanghai,zh-cn,,1459811611.0,False,,,China,Shanghai,Shanghai
187,47947,21837,129,False,,,zh-CN,,1274881209.0,False,Global political news insight and informed commentary on China and Chinese politics.,,United States of America,,
188,98029,331662,1454,True,,"Washington, DC",en,,1227517175.0,False,提供准确及时的新闻资讯以及评论，为多元意见及声音提供平台。RT≠Endorsement,F,United States of America,District of Columbia,"Washington, D.C."
189,6758,682,2224,False,,,en,,1509907743.0,False,勇敢，更勇敢一些…仔细，再仔细一点。,,,,
190,9191,270,396,False,,UK,en,,1271176411.0,False,Quit complaining & learn to judge by your brain. Not heart. 🤣🤣🤣 想要对中国的民主进步做一点的贡献，那就来举报五毛吧。每天举报五个账号，哪怕是最微不足道的小五毛账号，也能有效地消灭共产党水军的进犯。主动防御，#举报五毛，做一点真正的实际行动吧。,M,United Kingdom,,
191,86753,3532,0,False,,中国,en,,1304266786.0,False,http://t.co/XUfHUKtpSL http://t.co/3DF2yoW3Yd http://t.co/FDdyVW0QZu http://t.co/0Ai9mDzI6I,,China,,
192,65715,79769,18,False,,"Beijing,China",en,,1234498699.0,False,机器人。自动转发玩聚锐推榜(http://t.co/reKvhRfrCU)的最新锐推消息。有事儿请联系@zhengyun 。,,,,
194,9388,3052,1005,False,,中国、南京,zh-cn,,1365133082.0,False,江淳：自由作家。十五岁高中毕业从军，后考入解放军汽车管理学院。转业后曾在南京一开发园区管委会、工委工作。随笔评论散见于地方党报、文联和文学等期刊。,,,,
195,1,1,1,False,,,zh-cn,,1426553597.0,False,,M,,,
197,4873,1530,536,False,,"Berkeley, CA",en,,1225115976.0,False,个人账号。中文编辑@中国数字时代  (@CDTChinese)  || senior Chinese editor at China Digital Times (@CDT) || sandra@chinadigitaltimes.net,F,United States of America,California,San Francisco
198,19007,2406,4516,False,,,zh-CN,,1392227370.0,False,不妄自菲薄，不盲目自大，不心生畏惧，不停下脚步！保守希望，天快亮了，梦快醒了，马列共惨快倒了。凝聚力量，蓄势待发，怀着信念，争做中国自由、民主、法治时代的开创者！,,,,
199,14603,670,1872,False,,,zh-CN,,1488069294.0,False,如果自由在远方，我愿意死在路上,,,,
200,65323,1,0,False,,,ja,,1472194900.0,True,,,,,
201,442,14,117,False,,HKG/SZX,en,,1298640960.0,False,Every day I am shuffling,M,,,
203,8686,851,1,False,,,en,,1209923818.0,False,,,,,
204,64063,9665,266,False,,Hong Kong,en,,1172024241.0,False,共產黨正方丈！,,Hong Kong S.A.R.,Kowloon City,Hong Kong
205,42005,116458,5,True,,德国 波恩,de,,1273814193.0,False,德国之声中文官方推特：德国国际广播电台中文资讯服务，来自德国，介绍德国，聚焦华语区时政、经济、社会新闻，为您提供多媒体信息服务、背景报道、观点评论。欢迎积极参与互动!http://t.co/oMbOaq3Zcw,,,,
207,1043,31,46,False,,,en,,1505118406.0,False,,F,,,
210,41156,2245,2390,False,,,en,,1401741289.0,False,天地间，你我他彼此关联，中共恶，将昭然人人所见，明心者知……天灭中共！ 除了努力修行，没谁能掌握自己的命运。中共的邪恶，本质上是一群邪恶的人！我祈祷中共灭亡的发心本质：永获远离中共式的邪恶的那一类人的能力，而且有总能及时远离的福报！,,,,
